campID	commID	donorID
7541	21152	139728
7541	21152	139729
7541	21152	139730
7541	21152	139731
7541	21152	139732
7541	21152	139733
7541	21152	139734
7541	21152	139735
7541	21152	139736
7541	21152	139737
7541	21152	139738
7541	21152	139739
7541	21152	139741
7541	21152	139742
7541	21152	139743
7541	21152	139744
7541	21152	139746
7541	21152	139747
7541	21152	139748
7541	21152	139749
7541	21152	139750
7541	21152	139752
7541	21152	139753
7541	21152	139754
7541	21152	139756
7541	21152	139757
7541	21152	139758
7541	21152	139759
7541	21152	139760
7541	21152	139761
7541	21152	139762
7541	21152	139763
7541	21152	139765
7541	21152	139766
7541	21152	139767
7541	21152	139768
7541	21152	139769
7541	21152	139770
7541	21152	139774
7541	21152	139775
7541	21152	139776
7541	21152	139777
7541	21152	139778
7541	21152	139779
7541	21152	139780
7541	21152	139782
7541	21151	139783
7541	21152	139784
7541	21152	139785
7541	21152	139786
7541	21152	139788
7541	21152	139789
7541	21152	139790
7541	21152	139792
7541	21152	139793
7541	21152	139794
7541	21152	139796
7541	21152	139797
7541	21152	139798
7541	21152	139799
7541	21152	139800
7541	21152	139802
7541	21152	139803
7541	21152	139804
7541	21152	139805
7541	21152	139806
7541	21152	139808
7541	21152	139809
7541	21152	139811
7541	21152	139812
7541	21152	139813
7541	21152	139814
7541	21152	139815
7541	21152	139817
7541	21152	139818
7541	21152	139819
7541	21152	139820
7541	21152	139821
7541	21152	139822
7541	21152	139823
7541	21152	139824
7541	21152	139825
7541	21152	139826
7541	21152	139828
7541	21152	139831
7541	21152	139832
7541	21152	139834
7541	21152	139835
7541	21152	139836
7541	21152	139837
7541	21152	139838
7541	21152	139839
7541	21152	139840
7541	21152	139841
7541	21152	139842
7541	21152	139843
7541	21152	139844
7541	21152	139845
7541	21152	139846
7541	21152	139847
7541	21152	139849
7541	21152	139850
7541	21152	139851
7541	21152	139852
7541	21152	139853
7541	21152	139854
7541	21152	139855
7541	21152	139856
7541	21152	139857
7541	21152	139858
7541	21152	139859
7541	21152	139860
7541	21152	139861
7541	21152	139863
7541	21152	139864
7541	21152	139865
7541	21152	139866
7541	21152	139867
7541	21152	139868
7541	21152	139869
7541	21152	139871
7541	21152	139872
7541	21152	139873
7541	21152	139874
7541	21152	139875
7541	21152	139876
7541	21152	139877
7541	21152	139878
7541	21152	139879
7541	21152	139880
7541	21152	139881
7541	21152	139882
7541	21152	139883
7541	21152	139884
7541	21152	139885
7541	21152	139886
7541	21152	139889
7541	21152	139890
7541	21152	139891
7541	21152	139892
7541	21152	139893
7541	21152	139894
7541	21152	139895
7541	21152	139896
7541	21152	139898
7541	21152	139899
7541	21152	139900
7541	21152	139901
7541	21152	139904
7541	21152	139905
7541	21152	139906
7541	21152	139907
7541	21152	139908
7541	21152	139909
7541	21152	139910
7541	21152	139912
7541	21152	139913
7541	21152	139914
7541	21152	139915
7541	21152	139917
7541	21152	139918
7541	21152	139919
7541	21152	139920
7541	21152	139921
7541	21152	139922
7541	21152	139923
7541	21152	139924
7541	21152	139925
7541	21152	139927
7541	21152	139929
7541	21152	139930
7541	21152	139932
7541	21152	139933
7541	21152	139934
7541	21152	139935
7541	21152	139936
7541	21152	139938
7541	21152	139939
7541	21152	139942
7541	21152	139943
7541	21152	139945
7541	21152	139946
7541	21152	139948
7541	21152	139949
7541	21152	139950
7541	21152	139952
7541	21152	139953
7541	21152	139954
7541	21152	139955
7541	21152	139956
7541	21152	139957
7541	21152	139958
7541	21152	139960
7541	21152	139961
7541	21152	139962
7541	21152	139963
7541	21152	139964
7541	21152	139965
7541	21152	139966
7541	21152	139967
7541	21152	139968
7541	21152	139969
7541	21152	139970
7541	21152	139971
7541	21152	139972
7541	21152	139973
7541	21152	139975
7541	21152	139977
7541	21152	139978
7541	21152	139979
7541	21152	139981
7541	21152	139982
7541	21152	139983
7541	21152	139984
7541	21152	139986
7541	21152	139987
7541	21152	139988
7541	21152	139989
7541	21152	139990
7541	21152	139991
7541	21152	139992
7541	21152	139993
7541	21152	139997
7541	21152	139998
7541	21152	139999
7541	21152	140000
7541	21152	140002
7541	21152	140003
7541	21152	140004
7541	21152	140005
7541	21152	140006
7541	21152	140008
7541	21152	140009
7541	21152	140010
7541	21152	140012
7541	21152	140013
7541	21152	140014
7541	21152	140015
7541	21152	140016
7541	21152	140019
7541	21152	140020
7541	21152	140021
7541	21152	140022
7541	21152	140023
7541	21152	140024
7541	21152	140025
7541	21152	140026
7541	21152	140027
7541	21152	140028
7541	21152	140029
7541	21152	140030
7541	21152	140031
7541	21152	140032
7541	21152	140034
7541	21152	140035
7541	21152	140036
7541	21152	140037
7541	21152	140038
7541	21152	140040
7541	21152	140041
7541	21152	140042
7541	21152	140043
7541	21152	140044
7541	21152	140045
7541	21152	140046
7541	21152	140047
7541	21152	140048
7541	21152	140049
7541	21152	140050
7541	21152	140051
7541	21152	140052
7541	21152	140053
7541	21152	140054
7541	21152	140055
7541	21152	140056
7541	21152	140057
7541	21152	140058
7541	21152	140059
7541	21152	140060
7541	21152	140061
7541	21152	140062
7541	21152	140063
7541	21152	140065
7541	21152	140066
7541	21152	140067
7541	21152	140069
7541	21152	140070
7541	21152	140071
7541	21152	140072
7541	21152	140075
7541	21152	140076
7541	21152	140077
7541	21152	140078
7541	21152	140079
7541	21152	140082
7541	21152	140083
7541	21152	140084
7541	21152	140086
7541	21152	140087
7541	21152	140088
7541	21152	140089
7541	21152	140090
7541	21152	140091
7541	21152	140092
7541	21152	140093
7541	21152	140094
7541	21152	140096
7541	21152	140097
7541	21152	140099
7541	21152	140100
7541	21152	140101
7541	21152	140102
7541	21152	140103
7541	21152	140104
7541	21152	140105
7541	21152	140106
7541	21152	140107
7541	21152	140108
7541	21152	140109
7541	21152	140110
7541	21152	140111
7541	21152	140112
7541	21152	140113
7541	21152	140114
7541	21152	140115
7541	21152	140116
7541	21152	140117
7541	21152	140118
7541	21152	140119
7541	21152	140120
7541	21152	140121
7541	21152	140124
7541	21152	140128
7541	21151	140129
7541	21152	140130
7541	21152	140131
7541	21152	140132
7541	21152	140133
7541	21152	140134
7541	21152	140135
7541	21152	140136
7541	21152	140137
7541	21152	140139
7541	21152	140140
7541	21152	140142
7541	21152	140143
7541	21152	140144
7541	21152	140145
7541	21152	140146
7541	21152	140147
7541	21152	140148
7541	21152	140150
7541	21152	140151
7541	21152	140152
7541	21152	140153
7541	21152	140154
7541	21152	140156
7541	21152	140159
7541	21152	140161
7541	21152	140163
7541	21152	140164
7541	21152	140167
7541	21152	140168
7541	21152	140169
7541	21152	140170
7541	21152	140171
7541	21152	140172
7541	21152	140174
7541	21152	140175
7541	21152	140176
7541	21152	140177
7541	21152	140178
7541	21152	140179
7541	21152	140180
7541	21152	140181
7541	21152	140182
7541	21152	140183
7541	21152	140184
7541	21152	140185
7541	21152	140186
7541	21152	140187
7541	21152	140188
7541	21152	140189
7541	21152	140190
7541	21152	140192
7541	21152	140193
7541	21151	140194
7541	21152	140197
7541	21152	140198
7541	21152	140199
7541	21152	140200
7541	21152	140202
7541	21152	140203
7541	21152	140204
7541	21152	140205
7541	21152	140206
7541	21152	140207
7541	21152	140209
7541	21152	140210
7541	21152	140212
7541	21152	140213
7541	21152	140214
7541	21152	140215
7541	21152	140216
7541	21152	140218
7541	21152	140219
7541	21152	140222
7541	21152	140223
7541	21152	140224
7541	21152	140225
7541	21152	140226
7541	21152	140227
7541	21152	140228
7541	21152	140229
7541	21152	140230
7541	21152	140231
7541	21152	140232
7541	21152	140233
7541	21152	140235
7541	21152	140236
7541	21152	140237
7541	21152	140238
7541	21152	140240
7541	21152	140241
7541	21152	140242
7541	21152	140244
7541	21152	140245
7541	21152	140246
7541	21152	140247
7541	21152	140248
7541	21152	140249
7541	21152	140250
7541	21152	140251
7541	21152	140252
7541	21152	140253
7541	21152	140254
7541	21152	140255
7541	21152	140256
7541	21152	140257
7541	21151	140258
7541	21152	140259
7541	21152	140260
7541	21152	140261
7541	21152	140262
7541	21152	140263
7541	21152	140265
7541	21152	140266
7541	21152	140267
7541	21152	140269
7541	21152	140270
7541	21152	140272
7541	21152	140273
7541	21152	140274
7541	21152	140275
7541	21152	140277
7541	21152	140279
7541	21152	140280
7541	21151	140281
7541	21152	140282
7541	21152	140283
7541	21152	140284
7541	21152	140286
7541	21152	140287
7541	21152	140290
7541	21152	140291
7541	21152	140292
7541	21152	140293
7541	21152	140294
7541	21152	140295
7541	21152	140296
7541	21152	140297
7541	21152	140300
7541	21152	140301
7541	21152	140302
7541	21152	140303
7541	21152	140304
7541	21152	140305
7541	21152	140308
7541	21152	140310
7541	21152	140312
7541	21152	140313
7541	21152	140314
7541	21152	140315
7541	21152	140317
7541	21152	140318
7541	21152	140319
7541	21152	140320
7541	21152	140321
7541	21152	140322
7541	21152	140323
7541	21152	140324
7541	21152	140325
7541	21152	140326
7541	21151	140328
7541	21152	140329
7541	21152	140330
7541	21152	140331
7541	21152	140335
7541	21152	140336
7541	21152	140338
7541	21152	140339
7541	21152	140340
7541	21152	140341
7541	21152	140343
7541	21152	140344
7541	21152	140345
7541	21152	140346
7541	21152	140347
7541	21152	140348
7541	21152	140349
7541	21152	140350
7541	21152	140352
7541	21152	140353
7541	21152	140354
7541	21152	140355
7541	21152	140356
7541	21152	140357
7541	21152	140358
7541	21152	140359
7541	21152	140360
7541	21151	140361
7541	21152	140362
7541	21152	140363
7541	21152	140365
7541	21152	140366
7541	21152	140367
7541	21152	140368
7541	21152	140369
7541	21152	140370
7541	21152	140371
7541	21152	140372
7541	21152	140373
7541	21152	140374
7541	21152	140375
7541	21152	140377
7541	21152	140378
7541	21152	140379
7541	21152	140380
7541	21152	140381
7541	21152	140382
7541	21152	140383
7541	21152	140384
7541	21152	140385
7541	21152	140387
7541	21152	140388
7541	21152	140389
7541	21152	140390
7541	21152	140391
7541	21152	140393
7541	21152	140395
7541	21152	140396
7541	21152	140397
7541	21152	140398
7541	21152	140399
7541	21152	140400
7541	21152	140402
7541	21152	140403
7541	21152	140404
7541	21152	140406
7541	21152	140408
7541	21152	140409
7541	21152	140410
7541	21152	140411
7541	21152	140413
7541	21152	140415
7541	21152	140416
7541	21152	140417
7541	21152	140418
7541	21152	140419
7541	21152	140420
7541	21152	140421
7541	21152	140422
7541	21152	140424
7541	21152	140425
7541	21152	140426
7541	21152	140428
7541	21151	140429
7541	21152	140432
7541	21152	140434
7541	21152	140435
7541	21152	140437
7541	21152	140438
7541	21152	140439
7541	21152	140440
7541	21152	140441
7541	21152	140442
7541	21152	140443
7541	21152	140445
7541	21152	140446
7541	21152	140447
7541	21152	140448
7541	21152	140449
7541	21152	140451
7541	21152	140452
7541	21152	140453
7541	21152	140454
7541	21152	140456
7541	21152	140457
7541	21152	140458
7541	21152	140460
7541	21152	140462
7541	21152	140463
7541	21152	140464
7541	21152	140465
7541	21152	140466
7541	21152	140467
7541	21152	140468
7541	21152	140469
7541	21152	140470
7541	21152	140471
7541	21152	140472
7541	21152	140474
7541	21151	140475
7541	21152	140476
7541	21152	140477
7541	21152	140479
7541	21152	140481
7541	21152	140482
7541	21152	140483
7541	21152	140484
7541	21152	140485
7541	21152	140486
7541	21152	140489
7541	21152	140490
7541	21152	140492
7541	21152	140494
7541	21152	140495
7541	21152	140496
7541	21152	140497
7541	21152	140499
7541	21152	140500
7541	21152	140501
7541	21152	140502
7541	21152	140503
7541	21152	140505
7541	21152	140506
7541	21152	140510
7541	21152	140511
7541	21152	140512
7541	21152	140513
