"donorID","rank"
100001,-4.17111516232287
100002,-4.17111516232287
100003,-5.52395327448752
100006,-4.70933696010355
100008,-4.17111516232287
100010,-4.17111516232287
100011,-4.17111516232287
100015,-5.55720832525204
100018,-4.17111516232287
100019,-3.30283059374285
100020,-4.88551879990899
100021,-4.17111516232287
100022,-4.17111516232287
100026,-4.17111516232287
100029,-4.88551879990899
100030,-4.7680642400387
100031,-4.17111516232287
100032,-4.17111516232287
100034,-3.47901243354829
100035,-4.17111516232287
100036,-4.17111516232287
100037,-4.79155515201276
100040,-4.17111516232287
100043,-4.17111516232287
100045,-4.70933696010355
100046,-4.17111516232287
100048,-4.17111516232287
100050,-4.88551879990899
100052,-4.17111516232287
100053,-4.17111516232287
100055,-4.17111516232287
100056,-4.94424607984414
100057,-3.42028515361314
100058,-4.17111516232287
100059,-3.42028515361314
100061,-4.17111516232287
100064,-4.17111516232287
100066,-4.17111516232287
100067,-4.17111516232287
100068,-4.17111516232287
100072,-3.30283059374285
100074,-4.17111516232287
100075,-4.17111516232287
100076,-4.17111516232287
100077,-4.17111516232287
100080,-4.70933696010355
100081,-4.17111516232287
100082,-4.17111516232287
100084,-4.17111516232287
100086,-4.17111516232287
100088,-4.7680642400387
100089,-4.17111516232287
100090,-4.17111516232287
100092,-4.17111516232287
100093,-4.7680642400387
100094,-4.17111516232287
100095,-4.17111516232287
100096,-4.17111516232287
100097,-3.56541395336781
100099,-4.17111516232287
100100,-3.53773971348344
100102,-4.17111516232287
100103,-4.7680642400387
100105,-4.17111516232287
100107,-4.17111516232287
100108,-4.17111516232287
100110,-4.17111516232287
100112,-4.7680642400387
100113,-4.17111516232287
100115,-4.17111516232287
100116,-4.17111516232287
100118,-4.17111516232287
100119,-4.17111516232287
100120,-4.17111516232287
100123,-3.42028515361314
100124,-4.17111516232287
100127,-4.17111516232287
100128,-3.42028515361314
100129,-4.17111516232287
100130,-4.17111516232287
100131,-4.17111516232287
100132,-3.30283059374285
100133,-4.17111516232287
100135,-3.78542697913757
100137,-4.17111516232287
100138,-4.82679151997384
100139,-4.94424607984414
100140,-4.88551879990899
100142,-4.17111516232287
100143,-4.17111516232287
100145,-3.40853969762611
100146,-4.17111516232287
100147,-4.17111516232287
100150,-4.7680642400387
100151,-3.47245000389336
100152,-4.17111516232287
100155,-4.17111516232287
100158,-4.17111516232287
100159,-4.17111516232287
100160,-3.30283059374285
100162,-4.17111516232287
100164,-4.01719245353131
100165,-5.37440014743194
100166,-4.17111516232287
100167,-4.17111516232287
100168,-4.17111516232287
100169,-3.32632150571691
100170,-3.42028515361314
100171,-4.70933696010355
100172,-3.30283059374285
100173,-4.7680642400387
100174,-4.17111516232287
100175,-4.17111516232287
100176,-4.82679151997384
100177,-4.17111516232287
100178,-3.53773971348344
100179,-3.40853969762611
100180,-4.17111516232287
100181,-4.17111516232287
100182,-5.07895667016161
100186,-3.23408064318531
100188,-4.17111516232287
100190,-4.17111516232287
100191,-3.64556971610208
100193,-4.17111516232287
100194,-4.17111516232287
100195,-3.54948516947047
100196,-4.17111516232287
100197,-3.02717931837914
100198,-4.17111516232287
100202,-4.17111516232287
100204,-4.17111516232287
100207,-4.17111516232287
100208,-5.17385431446394
100211,-4.17111516232287
100212,-4.17111516232287
100214,-4.17111516232287
100216,-4.17111516232287
100218,-4.17111516232287
100219,-3.68237797130546
100220,-3.40853969762611
100221,-3.53773971348344
100222,-3.30283059374285
100223,-3.40853969762611
100224,-4.17111516232287
100225,-4.17111516232287
100226,-4.17111516232287
100227,-4.17111516232287
100230,-4.73282787207761
100232,-3.42967198329056
100233,-4.17111516232287
100236,-4.17111516232287
100237,-4.67997332013598
100243,-3.30283059374285
100244,-4.17111516232287
100245,-3.30283059374285
100248,-3.02717931837914
100250,-4.17111516232287
100255,-4.17111516232287
100256,-4.17111516232287
100257,-4.17111516232287
100258,-3.42028515361314
100260,-4.17111516232287
100261,-4.17111516232287
100262,-4.17111516232287
100263,-3.40853969762611
100264,-4.17111516232287
100265,-4.17111516232287
100266,-4.17111516232287
100271,-4.17111516232287
100272,-4.17111516232287
100273,-4.17111516232287
100275,-4.17111516232287
100276,-4.17111516232287
100277,-4.17111516232287
100280,-4.17111516232287
100281,-4.17111516232287
100282,-4.17111516232287
100283,-4.17111516232287
100284,-4.17111516232287
100285,-3.53773971348344
100286,-4.17111516232287
100289,-4.17111516232287
100290,-4.17111516232287
100294,-4.82679151997384
100295,-4.17111516232287
100298,-4.17111516232287
100302,-4.17111516232287
100306,-4.17111516232287
100309,-3.14463387824943
100311,-4.17111516232287
100313,-4.17111516232287
100314,-4.17111516232287
100315,-4.17111516232287
100316,-4.17111516232287
100318,-4.17111516232287
100319,-4.17111516232287
100321,-4.17111516232287
100322,-4.17111516232287
100323,-4.17111516232287
100324,-4.17111516232287
100325,-4.17111516232287
100326,-5.52395327448752
100327,-4.7680642400387
100329,-4.17111516232287
100330,-4.17111516232287
100331,-4.17111516232287
100333,-4.17111516232287
100338,-4.17111516232287
100339,-4.17111516232287
100340,-4.17111516232287
100342,-4.17111516232287
100343,-4.17111516232287
100344,-4.17111516232287
100345,-4.17111516232287
100346,-4.17111516232287
100347,-4.17111516232287
100348,-4.17111516232287
100351,-4.17111516232287
100353,-4.17111516232287
100354,-4.17111516232287
100355,-4.17111516232287
100356,-3.56226331538401
100357,-4.17111516232287
100358,-4.17111516232287
100359,-4.17111516232287
100360,-4.17111516232287
100361,-4.17111516232287
100362,-4.17111516232287
100363,-4.17111516232287
100364,-4.17111516232287
100365,-4.17111516232287
100366,-4.17111516232287
100368,-4.17111516232287
100369,-4.17111516232287
100372,-4.17111516232287
100375,-4.17111516232287
100378,-4.17111516232287
100380,-4.17111516232287
100385,-4.17111516232287
100387,-4.82679151997384
100388,-3.30283059374285
100390,-4.17111516232287
100392,-4.17111516232287
100393,-3.42028515361314
100394,-4.17111516232287
100395,-4.17111516232287
100396,-3.65419773042504
100398,-4.17111516232287
100402,-4.17111516232287
100403,-4.17111516232287
100406,-3.42028515361314
100407,-4.17111516232287
100408,-4.17111516232287
100409,-4.17111516232287
100410,-4.17111516232287
100414,-4.17111516232287
100416,-4.17111516232287
100417,-4.17111516232287
100418,-4.17111516232287
100419,-4.17111516232287
100421,-4.91266181645859
100423,-4.17111516232287
100424,-4.17111516232287
100425,-3.02717931837914
100426,-4.17111516232287
100431,-4.17111516232287
100432,-4.17111516232287
100433,-4.17111516232287
100438,-4.17111516232287
100439,-4.17111516232287
100440,-4.17111516232287
100443,-4.17111516232287
100445,-4.70933696010355
100446,-4.17111516232287
100451,-3.53773971348344
100452,-4.17111516232287
100453,-4.17111516232287
100454,-3.42028515361314
100455,-4.17111516232287
100456,-3.42028515361314
100457,-4.17111516232287
100458,-4.17111516232287
100459,-4.17111516232287
100460,-4.17111516232287
100461,-4.17111516232287
100462,-4.17111516232287
100464,-4.17111516232287
100465,-4.88551879990899
100467,-4.17111516232287
100468,-4.17111516232287
100469,-4.17111516232287
100470,-4.17111516232287
100471,-3.44480875551371
100472,-4.17111516232287
100473,-4.17111516232287
100474,-4.17111516232287
100475,-4.17111516232287
100476,-3.30283059374285
100478,-4.17111516232287
100479,-4.17111516232287
100480,-4.17111516232287
100481,-3.30283059374285
100483,-4.17111516232287
100484,-4.17111516232287
100485,-4.17111516232287
100487,-4.17111516232287
100488,-4.17111516232287
100489,-4.17111516232287
100490,-3.21365652030981
100491,-4.17111516232287
100492,-4.17111516232287
100494,-4.17111516232287
100495,-4.17111516232287
100496,-4.17111516232287
100497,-4.17111516232287
100498,-3.30283059374285
100499,-4.17111516232287
100501,-4.17111516232287
100502,-4.17111516232287
100503,-4.17111516232287
100504,-4.17111516232287
100505,-4.17111516232287
100507,-4.17111516232287
100508,-4.17111516232287
100509,-3.85884156990042
100510,-4.17111516232287
100514,-4.17111516232287
100515,-3.30283059374285
100518,-4.17111516232287
100519,-3.30283059374285
100520,-4.17111516232287
100521,-4.17111516232287
100522,-3.42028515361314
100524,-4.17111516232287
100526,-4.17111516232287
100527,-4.17111516232287
100528,-4.17111516232287
100529,-3.30283059374285
100530,-4.17111516232287
100531,-4.17111516232287
100532,-4.17111516232287
100533,-4.17111516232287
100534,-4.17111516232287
100537,-4.17111516232287
100538,-4.17111516232287
100539,-4.17111516232287
100540,-4.17111516232287
100541,-4.17111516232287
100542,-4.88551879990899
100543,-4.7680642400387
100545,-4.17111516232287
100547,-4.17111516232287
100549,-4.17111516232287
100550,-4.17111516232287
100551,-4.17111516232287
100552,-4.17111516232287
100554,-4.17111516232287
100555,-4.17111516232287
100556,-4.17111516232287
100557,-4.17111516232287
100558,-4.17111516232287
100559,-4.17111516232287
100560,-4.17111516232287
100562,-4.17111516232287
100564,-4.17111516232287
100566,-4.17111516232287
100567,-4.17111516232287
100568,-4.17111516232287
100571,-4.17111516232287
100573,-4.17111516232287
100574,-4.17111516232287
100576,-4.17111516232287
100577,-4.17111516232287
100579,-4.17111516232287
100580,-4.17111516232287
100585,-4.17111516232287
100586,-3.78542697913757
100587,-4.17111516232287
100595,-4.17111516232287
100597,-4.17111516232287
100599,-4.17111516232287
100600,-4.17111516232287
100601,-4.17111516232287
100604,-4.17111516232287
100605,-4.17111516232287
100606,-4.17111516232287
100608,-4.17111516232287
100609,-4.17111516232287
100610,-3.42028515361314
100611,-3.30283059374285
100614,-4.17111516232287
100615,-4.17111516232287
100616,-4.17111516232287
100617,-5.48517422933608
100618,-5.48517422933608
100619,-4.17111516232287
100620,-4.17111516232287
100622,-4.17111516232287
100624,-4.17111516232287
100626,-4.17111516232287
100627,-4.17111516232287
100629,-4.17111516232287
100630,-4.17111516232287
100631,-4.17111516232287
100632,-4.17111516232287
100633,-4.17111516232287
100634,-3.30283059374285
100636,-4.17111516232287
100637,-4.17111516232287
100638,-4.17111516232287
100639,-4.17111516232287
100641,-4.17111516232287
100644,-4.17111516232287
100645,-4.17111516232287
100648,-4.17111516232287
100649,-4.17111516232287
100651,-4.17111516232287
100654,-4.17111516232287
100658,-5.10802299178948
100659,-4.17111516232287
100660,-4.17111516232287
100661,-4.17111516232287
100662,-4.17111516232287
100664,-4.17111516232287
100665,-4.17111516232287
100666,-5.40636441978273
100668,-4.17111516232287
100669,-4.17111516232287
100672,-4.17111516232287
100675,-4.17111516232287
100677,-4.17111516232287
100679,-4.7680642400387
100681,-4.17111516232287
100682,-4.17111516232287
100685,-4.17111516232287
100686,-4.17111516232287
100688,-4.17111516232287
100689,-4.17111516232287
100690,-4.17111516232287
100691,-4.17111516232287
100692,-4.17111516232287
100693,-4.17111516232287
100694,-3.3506471977132
100695,-4.17111516232287
100697,-4.17111516232287
100698,-4.17111516232287
100700,-4.17111516232287
100701,-4.17111516232287
100702,-4.17111516232287
100703,-4.17111516232287
100704,-4.17111516232287
100707,-4.17111516232287
100708,-4.17111516232287
100709,-3.42028515361314
100710,-4.17111516232287
100711,-4.17111516232287
100712,-4.17111516232287
100713,-4.17111516232287
100715,-4.17111516232287
100718,-4.17111516232287
100719,-4.17111516232287
100720,-4.17111516232287
100721,-4.17111516232287
100722,-3.42028515361314
100723,-4.17111516232287
100725,-4.17111516232287
100728,-4.70933696010355
100729,-5.48977745830163
100731,-4.17111516232287
100734,-4.17111516232287
100739,-4.17111516232287
100740,-4.17111516232287
100742,-4.17111516232287
100743,-4.17111516232287
100744,-4.72108241609058
100746,-4.17111516232287
100747,-4.17111516232287
100749,-4.17111516232287
100750,-4.17111516232287
100751,-4.17111516232287
100753,-4.17111516232287
100754,-4.17111516232287
100758,-4.17111516232287
100759,-4.17111516232287
100761,-4.17111516232287
100763,-4.17111516232287
100765,-4.17111516232287
100766,-4.17111516232287
100767,-4.17111516232287
100768,-4.17111516232287
100769,-4.17111516232287
100770,-4.17111516232287
100771,-4.17111516232287
100773,-4.17111516232287
100774,-4.17111516232287
100776,-4.17111516232287
100782,-4.17111516232287
100784,-4.17111516232287
100785,-4.17111516232287
100786,-4.17111516232287
100787,-4.17111516232287
100790,-4.17111516232287
100792,-4.17111516232287
100793,-4.17111516232287
100794,-4.17111516232287
100795,-4.17111516232287
100797,-4.17111516232287
100800,-4.17111516232287
100801,-4.17111516232287
100802,-4.17111516232287
100806,-4.17111516232287
100807,-4.17111516232287
100808,-4.17111516232287
100809,-5.48517422933608
100810,-3.30245705455113
100811,-4.17111516232287
100813,-4.17111516232287
100814,-4.17111516232287
100815,-4.17111516232287
100818,-4.17111516232287
100819,-4.17111516232287
100820,-4.17111516232287
100821,-4.17111516232287
100823,-4.17111516232287
100824,-4.17111516232287
100825,-4.17111516232287
100826,-4.17111516232287
100827,-4.17111516232287
100831,-4.17111516232287
100832,-4.17111516232287
100835,-4.17111516232287
100836,-4.17111516232287
100837,-4.17111516232287
100838,-3.30283059374285
100839,-4.17111516232287
100841,-4.17111516232287
100844,-4.17111516232287
100846,-4.17111516232287
100848,-4.17111516232287
100849,-4.17111516232287
100850,-4.17111516232287
100851,-4.17111516232287
100852,-4.17111516232287
100853,-4.17111516232287
100855,-4.17111516232287
100856,-4.17111516232287
100857,-4.17111516232287
100859,-4.17111516232287
100860,-4.17111516232287
100861,-4.17111516232287
100862,-4.17111516232287
100865,-3.53773971348344
100866,-4.17111516232287
100868,-4.17111516232287
100869,-4.17111516232287
100871,-4.17111516232287
100872,-4.17111516232287
100873,-4.17111516232287
100875,-4.17111516232287
100876,-4.17111516232287
100877,-4.17111516232287
100879,-5.48517422933608
100880,-4.17111516232287
100881,-4.17111516232287
100882,-4.17111516232287
100883,-4.17111516232287
100885,-4.17111516232287
100887,-4.17111516232287
100890,-4.17111516232287
100891,-4.17111516232287
100892,-4.17111516232287
100893,-4.17111516232287
100898,-4.89490562958641
100901,-4.17111516232287
100902,-4.17111516232287
100904,-4.17111516232287
100907,-4.17111516232287
100908,-4.17111516232287
100909,-4.17111516232287
100910,-4.17111516232287
100913,-4.17111516232287
100914,-5.51808054649401
100915,-4.17111516232287
100917,-4.17111516232287
